Codebook Index Counts:
Index 234: 6090
Index 235: 14338
Index 236: 23
Index 237: 13203
Index 238: 3295
Index 239: 7639
Index 240: 37722
Index 241: 2046
Index 242: 1456
Index 244: 959
Index 246: 141
Index 247: 4292
Index 248: 766
Index 249: 952
Index 250: 14459
Index 251: 7639
Index 252: 7353
Index 253: 8614
Index 254: 23544
Index 255: 19012
Index 256: 6
Index 257: 14065
Index 258: 174
Index 259: 19981
Index 260: 19509
Index 261: 8894
Index 262: 5825
Index 263: 15386
Index 264: 1659
Index 265: 8131
Index 266: 548
Index 268: 9595
Index 270: 1613
Index 271: 103
Index 272: 11797
Index 273: 99
Index 274: 28
Index 276: 1204
Index 277: 2541
Index 278: 6607
Index 279: 5
Index 280: 4
Index 281: 192
Index 282: 2109
Index 283: 12343
Index 284: 944
Index 285: 5
Index 286: 619
Index 287: 170
Index 288: 72
Index 289: 63
Index 290: 1822
Index 291: 15761
Index 292: 58
Index 293: 257
Index 294: 364
Index 295: 15274
Index 296: 3156
Index 297: 1010
Index 299: 5399
Index 300: 1551
Index 301: 13
Index 302: 4519
Index 303: 528
Index 304: 3486
Index 305: 9
Index 306: 1590
Index 307: 174
Index 308: 1
Index 309: 957
Index 310: 3
Index 311: 1772
Index 312: 402
Index 313: 1
Index 314: 6485
Index 315: 49
Index 316: 3
Index 317: 778
Index 318: 4145
Index 319: 4250
Index 320: 11
Index 321: 10249
Index 322: 1293
Index 323: 85
Index 325: 178
Index 326: 1
Index 327: 6995
Index 328: 1272
Index 329: 5472
Index 330: 12032
Index 331: 2013
Index 332: 2108
Index 333: 10283
Index 334: 127
Index 335: 4370
Index 336: 506
Index 337: 1184
Index 339: 11978
Index 340: 20852
Index 342: 249
Index 343: 788
Index 344: 766
Index 345: 26
Index 346: 293
Index 347: 23
Index 348: 4758
Index 349: 7271
Index 350: 1533
Index 351: 1178
Index 352: 8033
Index 353: 7
Index 354: 162
Index 355: 557
Index 356: 4
Index 357: 259
Index 358: 3797
Index 359: 48
Index 360: 463
Index 361: 7818
Index 362: 9528
Index 364: 21
Index 366: 47632
Index 367: 17
Index 368: 4141
Index 369: 308
Index 370: 3007
Index 371: 879
Index 372: 4353
Index 373: 109
Index 374: 1164
Index 375: 56
Index 378: 5403
Index 379: 2106
Index 380: 468
Index 381: 2055
Index 382: 224
Index 383: 626
Index 384: 24021
Index 385: 771
Index 386: 1498
Index 387: 6609
Index 388: 7686
Index 389: 3948
Index 390: 169
Index 391: 44
Index 392: 2207
Index 393: 107
Index 394: 162
Index 395: 11
Index 397: 812
Index 399: 2487
Index 401: 5
Index 402: 3064
Index 403: 549
Index 404: 163
Index 405: 3700
Index 407: 12550
Index 408: 1045
Index 410: 21454
Index 411: 15221
Index 412: 34604
Index 413: 38386
Index 414: 374
Index 415: 4064
Index 416: 73
Index 417: 737
Index 418: 4486
Index 419: 4
Index 420: 736
Index 421: 113
Index 422: 5872
Index 423: 428
Index 424: 175
Index 425: 69
Index 426: 112
Index 427: 4572
Index 428: 15243
Index 429: 25973
Index 430: 1739
Index 432: 327
Index 433: 4521
Index 434: 13
Index 435: 4122
Index 436: 2046
Index 437: 21244
Index 438: 29
Index 439: 6122
Index 440: 13492
Index 441: 82
Index 442: 409
Index 443: 2249
Index 444: 4305
Index 445: 1
Index 446: 4091
Index 447: 1
Index 448: 232
Index 449: 5
Index 450: 2568
Index 451: 243
Index 452: 944
Index 453: 3
Index 454: 11867
Index 455: 3797
Index 456: 468
Index 457: 22775
Index 458: 1723
Index 459: 13186
Index 460: 352
Index 461: 3731
Index 462: 3557
Index 463: 265
Index 464: 25601
Index 465: 2345
Index 466: 7608
Index 467: 297
Index 468: 4277
Index 469: 33
Index 470: 3027
Index 471: 80
Index 472: 15462
Index 473: 9966
Index 474: 2524
Index 475: 2
Index 476: 253
Index 477: 9735
Index 478: 471
Index 479: 1076
Index 480: 2
Index 481: 2
Index 483: 16109
Index 484: 67
Index 486: 8035
Index 487: 2505
Index 488: 3722
Index 489: 917
Index 490: 13571
Index 491: 9251
Index 493: 4117
Index 494: 35
Index 495: 133
Index 496: 56
Index 497: 278
Index 498: 1919
Index 499: 508
Index 500: 26754
Index 501: 16
Index 502: 1127
Index 503: 10119
Index 504: 164
Index 505: 2013
Index 506: 7279
Index 507: 6921
Index 508: 3324
Index 509: 7203
Index 510: 4131
Index 511: 763
Index 512: 1123
Index 513: 1126
Index 514: 22389
Index 515: 8971
Index 516: 216
Index 517: 5202
Index 518: 1
Index 520: 2486
Index 521: 8878
Index 522: 19678
Index 523: 26
Index 524: 8758
Index 525: 214
Index 526: 12
Index 527: 1760
Index 528: 46678
Index 529: 4181
Index 530: 1477
Index 531: 6529
Index 532: 1218
Index 533: 22786
Index 534: 1660
Index 537: 85
Index 538: 7810
Index 539: 327
Index 540: 28815
Index 541: 5
Index 542: 8983
Index 543: 785
Index 544: 39
Index 545: 2428
Index 546: 141
Index 547: 198
Index 548: 251
Index 549: 8
Index 550: 6880
Index 551: 13907
Index 553: 993
Index 554: 338
Index 555: 4666
Index 556: 8
Index 557: 609
Index 558: 14648
Index 559: 11568
Index 560: 109
Index 561: 380
Index 562: 16
Index 565: 9129
Index 566: 15624
Index 567: 806
Index 568: 3235
Index 569: 31348
Index 570: 1
Index 571: 358
Index 572: 16
Index 573: 3074
Index 574: 7503
Index 575: 56
Index 576: 77
Index 577: 12797
Index 578: 117
Index 579: 918
Index 580: 1123
Index 581: 12
Index 582: 14021
Index 583: 4192
Index 584: 1360
Index 585: 7155
Index 586: 4303
Index 587: 313
Index 588: 2
Index 589: 49
Index 590: 3545
Index 591: 2126
Index 592: 286
Index 593: 1
Index 594: 10081
Index 595: 472
Index 596: 360
Index 597: 571
Index 598: 558
Index 599: 27
Index 600: 20892
Index 601: 328
Index 602: 34113
Index 603: 1395
Index 604: 531
Index 605: 5233
Index 606: 6426
Index 607: 7466
Index 608: 1104
Index 609: 29670
Index 610: 2696
Index 611: 29877
Index 612: 237
Index 613: 3177
Index 614: 3014
Index 615: 7003
Index 616: 3083
Index 617: 7228
Index 618: 49460
Index 619: 24969
Index 620: 2773
Index 621: 1342
Index 622: 166
Index 623: 1397
Index 624: 3260
Index 625: 2574
Index 626: 2
Index 627: 27
Index 628: 9579
Index 629: 3110
Index 630: 10
Index 631: 8056
Index 632: 295
Index 634: 5796
Index 635: 176
Index 636: 36538
Index 637: 604
Index 638: 2
Index 639: 1310
Index 641: 389
Index 642: 1495
Index 643: 3579
Index 644: 4491
Index 645: 2113
Index 646: 550
Index 647: 1297
Index 648: 2322
Index 649: 3777
Index 650: 1720
Index 651: 108
Index 652: 355
Index 653: 115
Index 654: 95
Index 655: 4913
Index 656: 54
Index 657: 193
Index 658: 1514
Index 659: 9785
Index 660: 6145
Index 661: 1425
Index 662: 1135
Index 663: 8562
Index 665: 33408
Index 666: 1883
Index 667: 2456
Index 668: 9696
Index 669: 70
Index 670: 3
Index 671: 1462
Index 672: 5517
Index 673: 36094
Index 674: 2745
Index 675: 564
Index 676: 334
Index 677: 582
Index 678: 4964
Index 679: 473
Index 680: 4
Index 681: 21
Index 682: 6252
Index 683: 11188
Index 684: 161
Index 685: 139
Index 686: 5494
Index 687: 8368
Index 689: 1702
Index 690: 2457
Index 691: 10993
Index 692: 9725
Index 693: 2337
Index 694: 442
Index 695: 2075
Index 696: 10158
Index 697: 34
Index 698: 25
Index 699: 214
Index 700: 7237
Index 701: 382
Index 702: 74
Index 703: 4523
Index 704: 11890
Index 705: 21570
Index 706: 13896
Index 707: 665
Index 708: 28
Index 709: 6963
Index 710: 1669
Index 711: 11318
Index 712: 615
Index 713: 11446
Index 714: 5329
Index 715: 449
Index 716: 378
Index 717: 196
Index 718: 5665
Index 719: 8156
Index 720: 25135
Index 721: 112
Index 722: 97
Index 723: 8688
Index 724: 1449
Index 725: 129
Index 726: 5287
Index 727: 3
Index 728: 12592
Index 729: 608
Index 730: 2013
Index 732: 106
Index 733: 23881
Index 734: 4597
Index 735: 220
Index 736: 568
Index 737: 123
Index 739: 2
Index 740: 201
Index 741: 32
Index 742: 3552
Index 743: 165
Index 744: 2864
Index 745: 797
Index 746: 5
Index 747: 305
Index 748: 27616
Index 749: 233
Index 751: 10257
Index 752: 560
Index 753: 7
Index 754: 21235
Index 755: 1607
Index 756: 1
Index 757: 430
Index 758: 1537
Index 759: 32458
Index 760: 9
Index 761: 1262
Index 762: 584
Index 763: 1263
Index 764: 1257
Index 765: 32
Index 766: 2481
Index 767: 18269
Index 768: 5
Index 769: 60
Index 770: 843
Index 771: 246
Index 772: 381
Index 773: 14216
Index 774: 1168
Index 775: 282
Index 776: 1464
Index 777: 779
Index 778: 7720
Index 779: 56
Index 780: 216
Index 782: 547
Index 784: 443
Index 785: 108
Index 786: 7171
Index 787: 21101
Index 788: 3325
Index 789: 3
Index 790: 1270
Index 791: 8490
Index 792: 915
Index 793: 6
Index 794: 954
Index 795: 3187
Index 796: 9478
Index 797: 5059
Index 798: 679
Index 799: 20646
Index 800: 1864
Index 803: 1513
Index 804: 2476
Index 805: 459
Index 806: 8260
Index 807: 202
Index 808: 140
Index 809: 2
Index 810: 170
Index 811: 1047
Index 812: 4563
Index 814: 47
Index 815: 4
Index 816: 1739
Index 817: 221
Index 818: 1206
Index 819: 12165
Index 820: 1643
Index 821: 94
Index 822: 49
Index 823: 249
Index 824: 796
Index 825: 15556
Index 826: 607
Index 827: 357
Index 828: 8977
Index 829: 1533
Index 830: 43
Index 831: 25925
Index 832: 6
Index 833: 16
Index 834: 3692
Index 835: 47
Index 836: 23117
Index 837: 33799
Index 838: 141
Index 839: 124
Index 840: 642
Index 841: 1769
Index 842: 216
Index 843: 369
Index 844: 18295
Index 845: 536
Index 846: 779
Index 847: 1921
Index 848: 627
Index 849: 32
Index 850: 1100
Index 851: 2045
Index 852: 637
Index 853: 535
Index 854: 182
Index 855: 7603
Index 856: 6468
Index 857: 7
Index 858: 4158
Index 859: 14302
Index 860: 226
Index 861: 635
Index 862: 405
Index 863: 7275
Index 864: 583
Index 865: 11817
Index 866: 223
Index 867: 27056
Index 868: 2729
Index 869: 1897
Index 870: 8148
Index 871: 3026
Index 872: 1364
Index 874: 1
Index 877: 179
Index 878: 364
Index 879: 652
Index 880: 77
Index 881: 5562
Index 882: 2232
Index 883: 3028
Index 884: 8456
Index 885: 34
Index 886: 4
Index 887: 23771
Index 888: 22999
Index 889: 6
Index 890: 54
Index 891: 3180
Index 892: 303
Index 893: 14
Index 895: 931
Index 896: 368
Index 897: 3077
Index 898: 6558
Index 899: 87
Index 900: 3242
Index 901: 937
Index 902: 727
Index 903: 759
Index 904: 9586
Index 905: 239
Index 906: 43039
Index 907: 769
Index 908: 5361
Index 909: 856
Index 910: 957
Index 911: 3185
Index 912: 3301
Index 913: 8722
Index 914: 57
Index 915: 1576
Index 916: 2731
Index 917: 1467
Index 918: 15750
Index 919: 21
Index 920: 1904
Index 921: 142
Index 922: 44
Index 923: 9750
Index 924: 929
Index 925: 4903
Index 926: 2844
Index 927: 2989
Index 928: 50536
Index 929: 1094
Index 930: 5880
Index 931: 4345
Index 932: 412
Index 933: 2989
Index 934: 38
Index 935: 1272
Index 937: 126
Index 938: 400
Index 939: 7984
Index 940: 578
Index 941: 9
Index 942: 1922
Index 943: 15805
Index 944: 58
Index 945: 189
Index 946: 662
Index 947: 4
Index 948: 24
Index 949: 2896
Index 950: 7132
Index 951: 374
Index 952: 190
Index 953: 219
Index 954: 317
Index 955: 5928
Index 956: 1043
Index 957: 14302
Index 958: 15
Index 959: 4983
Index 960: 65
Index 961: 919
Index 962: 1688
Index 963: 4795
Index 964: 19433
Index 965: 19814
Index 966: 51713
Index 967: 9362
Index 968: 7086
Index 969: 698
Index 970: 2114
Index 971: 7
Index 972: 1
Index 973: 596
Index 974: 1293
Index 975: 392
Index 976: 38
Index 977: 439
Index 978: 766
Index 979: 2826
Index 980: 7023
Index 981: 5675
Index 982: 3770
Index 983: 6
Index 984: 18026
Index 985: 52
Index 986: 1925
Index 987: 2127
Index 989: 3704
Index 990: 571
Index 991: 56
Index 992: 1030
Index 993: 89
Index 994: 47
Index 995: 13
Index 996: 76
Index 997: 374
Index 998: 293
Index 999: 56
Index 1000: 16016
Index 1001: 2225
Index 1002: 3137
Index 1003: 2099
Index 1004: 12912
Index 1005: 563
Index 1006: 2838
Index 1007: 1
Index 1008: 685
Index 1009: 38036
Index 1010: 15979
Index 1011: 12486
Index 1012: 147
Index 1013: 1445
Index 1014: 1029
Index 1015: 1659
Index 1016: 19843
Index 1017: 14291
Index 1019: 149
Index 1020: 8277
Index 1021: 379
Index 1022: 73
Index 1023: 5746
Index 1024: 4249
Index 1025: 8030
Index 1026: 165
Index 1027: 1015
Index 1028: 15734
Index 1029: 423
Index 1030: 199
Index 1031: 1922
Index 1032: 95
Index 1033: 1535
Index 1034: 2957
Index 1035: 179
Index 1036: 152
Index 1037: 11537
Index 1038: 519
Index 1039: 1292
Index 1040: 1274
Index 1041: 5
Index 1042: 1450
Index 1043: 88
Index 1044: 1530
Index 1045: 3292
Index 1046: 1236
Index 1048: 12
Index 1049: 9
Index 1050: 132
Index 1051: 103
Index 1053: 626
Index 1054: 13086
Index 1055: 17678
Index 1056: 6
Index 1057: 1984
Index 1058: 529
Index 1059: 3
Index 1060: 8
Index 1061: 3119
Index 1062: 682
Index 1063: 5584
Index 1064: 7340
Index 1065: 25
Index 1066: 937
Index 1067: 25
Index 1068: 530
Index 1069: 60
Index 1070: 1047
Index 1071: 234
Index 1072: 2325
Index 1073: 448
Index 1074: 130
Index 1075: 175
Index 1076: 661
Index 1077: 69
Index 1078: 105
Index 1079: 659
Index 1080: 2360
Index 1081: 5910
Index 1082: 6462
Index 1083: 9894
Index 1084: 748
Index 1085: 334
Index 1086: 14
Index 1087: 70
Index 1089: 1161
Index 1090: 1734
Index 1091: 24545
Index 1092: 2113
Index 1093: 216
Index 1094: 328
Index 1095: 11060
Index 1096: 29075
Index 1097: 16040
Index 1098: 394
Index 1099: 776
Index 1100: 3908
Index 1101: 18080
Index 1102: 7005
Index 1103: 1529
Index 1104: 1224
Index 1105: 3280
Index 1106: 18605
Index 1107: 13037
Index 1108: 2444
Index 1109: 10657
Index 1110: 11139
Index 1111: 825
Index 1112: 384
Index 1113: 1007
Index 1114: 432
Index 1115: 1716
Index 1116: 97
Index 1117: 23
Index 1118: 8515
Index 1119: 3572
Index 1120: 377
Index 1121: 2916
Index 1122: 549
Index 1123: 4820
Index 1125: 783
Index 1126: 2
Index 1127: 8507
Index 1128: 29132
Index 1129: 59
Index 1130: 40576
Index 1131: 15596
Index 1132: 3567
Index 1133: 78
Index 1134: 3956
Index 1135: 2
Index 1136: 1326
Index 1137: 2124
Index 1138: 11760
Index 1139: 397
Index 1140: 1606
Index 1141: 415
Index 1142: 2
Index 1143: 26
Index 1144: 3219
Index 1145: 35
Index 1146: 404
Index 1147: 417
Index 1148: 62
Index 1149: 11189
Index 1150: 4440
Index 1151: 3108
Index 1152: 73
Index 1153: 6
Index 1154: 11372
Index 1155: 2340
Index 1156: 149
Index 1157: 739
Index 1158: 64
Index 1159: 2600
Index 1160: 335
Index 1161: 1369
Index 1162: 17
Index 1163: 1222
Index 1164: 2077
Index 1165: 2930
Index 1166: 173
Index 1167: 56
Index 1168: 1927
Index 1169: 8859
Index 1170: 154
Index 1171: 7433
Index 1173: 432
Index 1174: 11912
Index 1175: 1086
Index 1176: 756
Index 1177: 7748
Index 1178: 2
Index 1179: 2582
Index 1180: 9549
Index 1181: 23
Index 1182: 637
Index 1183: 18
Index 1184: 2901
Index 1185: 2253
Index 1186: 298
Index 1187: 2039
Index 1188: 74
Index 1189: 3217
Index 1190: 3638
Index 1191: 1
Index 1192: 11631
Index 1193: 3272
Index 1194: 254
Index 1195: 1156
Index 1196: 1009
Index 1197: 2663
Index 1198: 194
Index 1199: 2285
Index 1200: 176
Index 1201: 50329
Index 1202: 1053
Index 1203: 779
Index 1204: 5416
Index 1205: 1813
Index 1206: 50725
Index 1207: 1195
Index 1208: 532
Index 1209: 1640
Index 1210: 10703
Index 1211: 1192
Index 1212: 12361
Index 1213: 1409
Index 1214: 2762
Index 1215: 4793
Index 1217: 2364
Index 1218: 5436
Index 1219: 9423
Index 1220: 1984
Index 1221: 6593
Index 1222: 20
Index 1223: 232
Index 1224: 508
Index 1225: 3094
Index 1226: 29545
Index 1227: 34
Index 1228: 18661
Index 1229: 746
Index 1230: 695
Index 1231: 2024
Index 1232: 2617
Index 1234: 1898
Index 1235: 2596
Index 1236: 7642
Index 1237: 19584
Index 1238: 16060
Index 1239: 811
Index 1240: 5196
Index 1241: 11702
Index 1242: 2375
Index 1243: 6472
Index 1244: 267
Index 1245: 75
Index 1246: 25
Index 1247: 22433
Index 1248: 3476
Index 1249: 3388
Index 1250: 1757
Index 1252: 921
Index 1253: 1
Index 1254: 462
Index 1255: 11829
Index 1256: 4957
Index 1258: 1169
Index 1259: 3677
Index 1260: 412
Index 1261: 2194
Index 1262: 477
Index 1263: 284
Index 1264: 2762
Index 1265: 6019
Index 1266: 10
Index 1267: 3
Index 1268: 231
Index 1269: 3562
Index 1270: 914
Index 1271: 2796
Index 1272: 31
Index 1273: 974
Index 1274: 170
Index 1275: 4
Index 1276: 7084
Index 1277: 2414
Index 1278: 24324
Index 1279: 1867
Index 1280: 551
Index 1281: 1694
Index 1282: 17
Index 1283: 62
Index 1284: 647
Index 1285: 792
Index 1286: 669
Index 1287: 48803
Index 1288: 5584
Index 1289: 6809
Index 1290: 16524
Index 1291: 3937
Index 1292: 942
Index 1293: 32
Index 1294: 343
Index 1295: 5020
Index 1296: 7209
Index 1297: 5128
Index 1298: 1833
Index 1299: 171
Index 1300: 169
Index 1301: 1
Index 1302: 31
Index 1303: 386
Index 1304: 2500
Index 1305: 6721
Index 1306: 23032
Index 1307: 1635
Index 1308: 8880
Index 1309: 2315
Index 1310: 1
Index 1311: 932
Index 1312: 12
Index 1313: 50
Index 1314: 3957
Index 1315: 219
Index 1316: 97
Index 1317: 108
Index 1318: 137
Index 1319: 43
Index 1320: 9161
Index 1321: 1460
Index 1322: 10844
Index 1323: 7174
Index 1324: 2019
Index 1325: 1311
Index 1326: 295
Index 1327: 127
Index 1328: 248
Index 1330: 5265
Index 1331: 215
Index 1332: 610
Index 1333: 6006
Index 1334: 1546
Index 1335: 12811
Index 1336: 2095
Index 1337: 3188
Index 1338: 20299
Index 1339: 60
Index 1340: 13088
Index 1341: 408
Index 1342: 4721
Index 1343: 1300
Index 1345: 365
Index 1346: 218
Index 1347: 2998
Index 1348: 171
Index 1349: 6623
Index 1350: 2043
Index 1351: 12
Index 1353: 581
Index 1354: 3460
Index 1355: 82
Index 1356: 3316
Index 1357: 337
Index 1358: 151
Index 1359: 29
Index 1360: 34650
Index 1361: 8897
Index 1362: 814
Index 1363: 1784
Index 1364: 3638
Index 1365: 560
Index 1366: 1
Index 1367: 186
Index 1368: 45
Index 1369: 90
Index 1371: 7189
Index 1372: 109
Index 1373: 6
Index 1374: 121
Index 1375: 18
Index 1376: 1349
Index 1377: 3126
Index 1378: 9949
Index 1379: 242
Index 1380: 3
Index 1382: 310
Index 1383: 2773
Index 1384: 6153
Index 1385: 10463
Index 1386: 761
Index 1387: 2
Index 1388: 3576
Index 1389: 794
Index 1390: 694
Index 1392: 4095
Index 1393: 1404
Index 1395: 176
Index 1396: 8112
Index 1397: 130
Index 1398: 282
Index 1399: 2557
Index 1400: 84
Index 1401: 675
Index 1402: 97
Index 1403: 1655
Index 1404: 19306
Index 1405: 262
Index 1407: 344
Index 1408: 14
Index 1409: 3774
Index 1410: 2078
Index 1411: 105
Index 1412: 313
Index 1413: 2
Index 1414: 173
Index 1415: 1477
Index 1416: 2213
Index 1417: 6873
Index 1418: 34
Index 1420: 3713
Index 1421: 1028
Index 1422: 6951
Index 1423: 265
Index 1424: 27
Index 1425: 4021
Index 1426: 289
Index 1427: 523
Index 1428: 1491
Index 1429: 14389
Index 1430: 128
Index 1431: 5137
Index 1433: 2
Index 1434: 2234
Index 1435: 4
Index 1436: 1375
Index 1437: 10
Index 1438: 13
Index 1439: 2438
Index 1440: 106
Index 1441: 3148
Index 1442: 18056
Index 1443: 59
Index 1444: 264
Index 1446: 2177
Index 1447: 6644
Index 1448: 1771
Index 1449: 11267
Index 1450: 49
Index 1451: 6910
Index 1452: 815
Index 1453: 118
Index 1454: 1
Index 1455: 3481
Index 1456: 284
Index 1457: 10
Index 1458: 11335
Index 1459: 3001
Index 1460: 93
Index 1461: 38
Index 1462: 373
Index 1463: 178
Index 1464: 1880
Index 1465: 1578
Index 1466: 762
Index 1467: 1919
Index 1468: 8
Index 1469: 498
Index 1470: 21
Index 1471: 10126
Index 1474: 408
Index 1475: 934
Index 1477: 13534
Index 1478: 7077
Index 1479: 14
Index 1480: 4059
Index 1481: 226
Index 1482: 836
Index 1483: 12265
Index 1484: 2297
Index 1485: 1806
Index 1486: 1043
Index 1487: 3739
Index 1488: 99
Index 1489: 26129
Index 1490: 2929
Index 1491: 25209
Index 1492: 9
Index 1493: 315
Index 1494: 1065
Index 1495: 175
Index 1496: 4068
Index 1497: 5841
Index 1498: 2655
Index 1499: 301
Index 1500: 9
Index 1501: 1986
Index 1502: 3317
Index 1503: 4294
Index 1504: 5608
Index 1505: 850
Index 1506: 6646
Index 1507: 132
Index 1508: 35776
Index 1510: 16397
Index 1511: 3614
Index 1512: 1370
Index 1513: 1998
Index 1514: 26273
Index 1515: 25143
Index 1516: 601
Index 1517: 902
Index 1518: 184
Index 1519: 1921
Index 1520: 9910
Index 1521: 2054
Index 1522: 6
Index 1523: 4758
Index 1524: 9260
Index 1525: 3421
Index 1526: 657
Index 1527: 4976
Index 1528: 510
Index 1529: 1342
Index 1530: 1120
Index 1531: 1622
Index 1532: 276
Index 1533: 19103
Index 1534: 2319
Index 1535: 4762
Index 1536: 10341
Index 1537: 7492
Index 1538: 21144
Index 1539: 1822
Index 1540: 12003
Index 1541: 2540
Index 1542: 35
Index 1543: 125
Index 1544: 1
Index 1545: 23220
Index 1546: 1061
Index 1548: 286
Index 1549: 516
Index 1550: 770
Index 1551: 409
Index 1552: 12196
Index 1553: 587
Index 1554: 47
Index 1555: 9863
Index 1557: 7096
Index 1558: 6
Index 1559: 930
Index 1560: 14037
Index 1561: 1044
Index 1562: 981
Index 1563: 4216
Index 1564: 6
Index 1565: 4376
Index 1566: 380
Index 1567: 226
Index 1568: 2165
Index 1569: 13537
Index 1570: 2011
Index 1571: 8500
Index 1572: 2249
Index 1573: 1618
Index 1574: 6358
Index 1576: 1010
Index 1577: 736
Index 1578: 5982
Index 1579: 12082
Index 1580: 658
Index 1581: 506
Index 1582: 1679
Index 1583: 770
Index 1584: 640
Index 1585: 2107
Index 1586: 1
Index 1587: 1597
Index 1588: 877
Index 1589: 103
Index 1590: 209
Index 1591: 24
Index 1592: 17693
Index 1593: 5469
Index 1594: 10883
Index 1595: 156
Index 1596: 140
Index 1597: 66
Index 1598: 396
Index 1599: 473
Index 1600: 21903
Index 1601: 547
Index 1602: 9725
Index 1604: 43
Index 1606: 4
Index 1607: 213
Index 1608: 4304
Index 1609: 2379
Index 1610: 1488
Index 1611: 1640
Index 1612: 10813
Index 1613: 59
Index 1615: 123
Index 1616: 399
Index 1617: 922
Index 1618: 2
Index 1619: 3791
Index 1620: 80
Index 1621: 376
Index 1622: 13853
Index 1623: 2157
Index 1624: 549
Index 1625: 351
Index 1626: 4280
Index 1627: 2555
Index 1628: 274
Index 1629: 802
Index 1630: 2
Index 1631: 34
Index 1632: 300
Index 1633: 4939
Index 1634: 3759
Index 1636: 3891
Index 1637: 307
Index 1638: 349
Index 1639: 205
Index 1640: 23158
Index 1641: 907
Index 1642: 1076
Index 1643: 5632
Index 1644: 2764
Index 1645: 105
Index 1646: 4482
Index 1647: 9722
Index 1648: 41
Index 1649: 2
Index 1650: 1338
Index 1651: 4954
Index 1652: 42
Index 1653: 1793
Index 1654: 13428
Index 1655: 571
Index 1656: 2379
Index 1657: 7
Index 1658: 183
Index 1659: 279
Index 1660: 6
Index 1662: 6575
Index 1663: 49
